split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
train,Hiteman,0,,,10.075,0.316,-0.266,6.206,,4.653,0.247,-0.270,5.423,8.782,,,,
train,Hiteman,0,,,9.508,3.655,-0.259,0.009,,4.518,3.111,-0.114,5.021,10.309,,,,
train,Hiteman,4,,,6.565,2.379,2.552,4.867,,2.181,-0.065,2.526,5.019,5.019,,,,
train,Hiteman,2,,,-0.520,4.135,-3.405,4.375,,8.626,1.982,-3.400,9.396,11.769,,,,
train,Hiteman,2,,,0.007,-0.049,-3.413,1.390,,5.692,2.509,-3.409,6.235,7.281,,,,
train,Hiteman,2,,,-0.047,1.381,-3.414,3.187,,7.855,0.480,-3.402,7.954,8.167,,,,
train,Hiteman,2,,,1.213,2.940,-3.422,5.235,,7.855,0.480,-3.402,7.083,7.238,,,,
train,Hiteman,4,,,1.221,3.983,2.587,4.531,,5.689,1.700,2.529,5.018,5.772,,,,
train,Hiteman,0,,,9.834,2.167,-0.263,0.209,,4.653,0.247,-0.270,5.526,6.915,,,,
train,Hiteman,2,,,-0.047,1.381,-3.414,3.187,,7.143,2.725,-3.394,7.315,7.316,,,,
train,Hiteman,2,,,3.284,1.692,-3.409,2.237,,8.626,1.982,-3.400,5.350,5.668,,,,
train,Hiteman,0,,,9.921,3.607,-0.630,0.888,,4.504,3.370,0.062,5.466,10.914,,,,
train,Hiteman,2,,,-0.047,1.381,-3.414,3.187,,8.626,1.982,-3.400,8.694,8.975,,,,
train,Hiteman,2,,,7.113,3.713,-3.466,3.631,,1.874,0.497,-3.418,6.148,6.678,,,,
train,Hiteman,4,,,1.221,3.983,2.587,4.531,,6.563,2.543,2.539,5.533,6.940,,,,
train,Hiteman,2,,,-0.520,4.135,-3.405,4.375,,7.855,0.480,-3.402,9.139,10.961,,,,
train,Hiteman,0,,,9.834,2.167,-0.263,0.209,,4.341,1.605,-0.276,5.522,5.522,,,,
train,Hiteman,4,,,6.565,2.379,2.552,4.867,,-0.522,-0.070,2.576,7.498,12.585,,,,
train,Hiteman,2,,,3.038,3.065,-3.417,2.712,,8.626,1.982,-3.400,5.692,5.967,,,,
train,Hiteman,0,,,9.508,3.655,-0.259,0.009,,4.543,2.502,-0.273,5.097,9.704,,,,
train,Hiteman,0,,,9.834,2.167,-0.263,0.209,,4.504,3.370,0.062,5.474,7.326,,,,
train,Hiteman,2,,,0.007,-0.049,-3.413,1.390,,8.626,1.982,-3.400,8.855,10.406,,,,
train,Hiteman,4,,,6.565,2.379,2.552,4.867,,-0.570,1.816,2.580,7.157,10.702,,,,
train,Hiteman,2,,,-0.590,2.367,-3.418,4.380,,4.795,0.829,-3.412,5.600,6.211,,,,
train,Hiteman,0,,,9.834,2.167,-0.263,0.209,,4.518,3.111,-0.114,5.401,7.047,,,,
train,Hiteman,4,,,6.565,2.379,2.552,4.867,,-0.433,4.001,2.590,7.184,8.513,,,,
train,Hiteman,0,,,8.812,3.655,-0.622,2.150,,4.341,1.605,-0.276,4.931,8.000,,,,
train,Hiteman,4,,,-0.522,-0.070,2.576,1.542,,4.277,1.029,2.545,4.924,9.977,,,,
train,Hiteman,4,,,-0.570,1.816,2.580,0.623,,4.277,1.029,2.545,4.911,8.094,,,,
train,Hiteman,4,,,4.239,1.075,2.566,1.976,,-0.522,-0.070,2.576,4.896,9.917,,,,
train,Hiteman,0,,,10.075,0.316,-0.266,6.206,,5.437,1.882,-0.280,4.896,8.519,,,,
train,Hiteman,2,,,-0.047,1.381,-3.414,3.187,,4.795,0.829,-3.412,4.874,5.086,,,,
train,Hiteman,4,,,5.552,1.751,2.549,1.608,,1.221,3.983,2.587,4.872,5.669,,,,
train,Hiteman,2,,,0.007,-0.049,-3.413,1.390,,4.795,0.829,-3.412,4.868,6.518,,,,
train,Hiteman,4,,,4.239,1.075,2.566,1.976,,-0.570,1.816,2.580,4.865,8.034,,,,
train,Hiteman,4,,,-0.433,4.001,2.590,6.065,,2.181,-0.065,2.526,4.835,5.816,,,,
train,Hiteman,0,,,9.921,3.607,-0.630,0.888,,5.437,1.882,-0.280,4.817,10.239,,,,
train,Hiteman,0,,,8.096,0.188,-0.271,3.245,,4.504,3.370,0.062,4.810,9.960,,,,
train,Hiteman,4,,,-0.433,4.001,2.590,6.065,,3.356,1.082,2.532,4.783,5.256,,,,
train,Hiteman,2,,,3.284,1.692,-3.409,2.237,,7.855,0.480,-3.402,4.730,4.821,,,,
train,Hiteman,2,,,-0.047,1.381,-3.414,3.187,,4.562,2.320,-3.432,4.705,4.705,,,,
train,Hiteman,0,,,7.066,-0.026,-0.262,3.821,,9.921,3.607,-0.630,4.635,7.119,,,,
train,Woodbine,0,,,-3.216,2.365,-0.128,4.413,,-12.143,2.764,-0.532,8.945,15.960,,,,
train,Woodbine,0,,,-6.496,-0.531,-0.134,4.930,,-7.192,12.346,-0.100,12.896,15.985,,,,
train,Woodbine,0,,,-2.981,0.774,-0.125,4.718,,-7.192,12.346,-0.100,12.315,17.562,,,,
train,Woodbine,0,,,-1.805,-1.614,-0.125,0.581,,-3.851,5.299,-0.129,7.209,7.209,,,,
train,Woodbine,0,,,-8.938,3.088,-0.128,2.818,,-14.154,5.353,-0.556,5.703,8.130,,,,
train,Woodbine,0,,,-2.869,-2.626,-0.118,0.931,,0.307,3.568,-0.136,6.961,6.961,,,,
train,Woodbine,0,,,-5.983,-1.170,-0.133,4.045,,-10.873,4.940,-0.229,7.826,14.080,,,,
train,Woodbine,3,,,-4.480,8.993,2.985,3.173,,-4.531,-2.377,3.008,11.370,12.143,,,,
train,Woodbine,0,,,-5.983,-1.170,-0.133,4.045,,-12.143,2.764,-0.532,7.319,15.990,,,,
train,Woodbine,3,,,0.297,7.741,3.005,2.891,,-1.432,12.957,3.008,5.496,15.374,,,,
train,Woodbine,3,,,-0.861,6.895,3.011,2.458,,-3.019,-0.997,3.000,8.181,8.653,,,,
train,Woodbine,0,,,-6.506,0.420,-0.133,2.619,,-14.154,5.353,-0.556,9.110,12.788,,,,
train,Woodbine,0,,,1.874,2.276,-0.128,1.934,,-7.192,12.346,-0.100,13.550,24.099,,,,
train,Woodbine,0,,,-1.493,-4.393,-0.123,0.110,,-9.479,11.115,-0.104,17.444,19.384,,,,
train,Woodbine,0,,,-6.496,-0.531,-0.134,4.930,,-3.783,6.704,-0.132,7.727,9.631,,,,
train,Woodbine,0,,,0.441,2.270,-0.128,2.764,,-4.819,4.145,-0.122,5.584,9.708,,,,
train,Woodbine,0,,,-6.622,1.411,-0.127,2.656,,-7.383,13.657,-0.101,12.270,13.905,,,,
train,Woodbine,3,,,-3.027,4.199,3.014,0.768,,-8.410,13.904,3.006,11.098,18.982,,,,
train,Woodbine,0,,,-8.348,-0.769,-0.130,4.496,,-9.479,11.115,-0.104,11.938,19.712,,,,
train,Woodbine,0,,,-1.805,-1.614,-0.125,0.581,,-7.020,6.272,-0.131,9.454,11.039,,,,
train,Woodbine,0,,,-3.598,-2.187,-0.128,4.495,,-4.819,4.145,-0.122,6.449,8.836,,,,
train,Woodbine,0,,,1.874,2.276,-0.128,1.934,,-8.508,9.926,-0.106,12.896,19.014,,,,
train,Woodbine,3,,,-2.902,12.102,3.002,3.068,,-3.024,2.907,2.998,9.195,9.861,,,,
train,Woodbine,3,,,-4.395,9.713,2.985,3.326,,-3.051,1.123,2.998,8.695,8.754,,,,
train,Woodbine,0,,,-6.496,-0.531,-0.134,4.930,,-2.867,4.283,-0.121,6.028,8.083,,,,
train,Woodbine,0,,,-6.506,0.420,-0.133,2.619,,-9.479,11.115,-0.104,11.101,11.486,,,,
train,Woodbine,0,,,-8.938,3.088,-0.128,2.818,,-8.508,9.926,-0.106,6.851,12.645,,,,
train,Woodbine,0,,,-1.297,-0.210,-0.116,4.575,,-12.143,2.764,-0.532,11.253,19.509,,,,
train,Woodbine,0,,,-6.506,0.420,-0.133,2.619,,-8.649,12.904,-0.102,12.667,13.477,,,,
train,Woodbine,0,,,-0.098,-0.086,-0.112,1.546,,-7.192,12.346,-0.100,14.314,20.571,,,,
train,Woodbine,0,,,-4.819,4.145,-0.122,2.265,,-12.276,5.293,-0.533,7.557,10.449,,,,
train,Woodbine,0,,,-2.869,-2.626,-0.118,0.931,,-11.954,7.127,-0.526,13.335,16.573,,,,
train,Woodbine,0,,,-3.783,6.704,-0.132,5.660,,-8.649,12.904,-0.102,7.881,14.902,,,,
train,Woodbine,0,,,-5.983,-1.170,-0.133,4.045,,-9.479,11.115,-0.104,12.773,13.125,,,,
train,Woodbine,0,,,-8.798,1.588,-0.129,4.148,,-9.479,11.115,-0.104,9.552,12.671,,,,
train,Woodbine,0,,,-11.954,7.127,-0.526,4.224,,-7.383,13.657,-0.101,7.983,21.412,,,,
train,Woodbine,0,,,-6.496,-0.531,-0.134,4.930,,-9.518,11.806,-0.103,12.701,13.025,,,,
train,Woodbine,0,,,-2.825,-4.345,-0.114,4.982,,-3.779,4.244,-0.121,8.641,8.661,,,,
train,Woodbine,0,,,-1.805,-1.614,-0.125,0.581,,-10.873,4.940,-0.229,11.189,18.270,,,,
train,Woodbine,0,,,-2.869,-2.626,-0.118,0.931,,-9.831,5.582,-0.133,10.762,13.918,,,,
train,Woodbine,0,,,1.874,2.276,-0.128,1.934,,-9.518,11.806,-0.103,14.853,21.138,,,,
train,Woodbine,0,,,-0.711,1.388,-0.133,3.805,,-7.383,13.657,-0.101,13.967,21.080,,,,
train,Woodbine,3,,,1.668,7.410,3.002,1.799,,-3.019,-0.997,3.000,9.625,10.966,,,,
train,Woodbine,0,,,-14.154,5.353,-0.556,3.674,,-6.411,9.420,-0.100,8.759,18.272,,,,
train,Woodbine,3,,,-4.438,4.117,3.010,0.949,,-1.432,12.957,3.008,9.337,9.989,,,,
train,Woodbine,0,,,-12.143,2.764,-0.532,0.338,,-7.230,8.151,-0.101,7.304,18.641,,,,
train,Woodbine,0,,,0.307,3.568,-0.136,4.251,,-6.411,9.420,-0.100,8.909,17.516,,,,
train,Woodbine,0,,,-6.622,1.411,-0.127,2.656,,-7.192,12.346,-0.100,10.950,14.039,,,,
train,Woodbine,3,,,-0.861,6.895,3.011,2.458,,-8.189,12.225,3.005,9.061,20.746,,,,
train,Woodbine,0,,,-1.405,-2.611,-0.120,1.201,,-9.479,11.115,-0.104,15.925,17.704,,,,
train,Woodbine,0,,,-6.496,-0.531,-0.134,4.930,,-10.543,5.535,-0.137,7.292,13.072,,,,
train,Woodbine,0,,,-7.020,6.272,-0.131,2.208,,-12.276,5.293,-0.533,5.362,14.264,,,,
train,Woodbine,0,,,-1.405,-2.611,-0.120,1.201,,-8.505,-2.990,-0.131,7.111,19.454,,,,
train,Woodbine,0,,,-6.496,-0.531,-0.134,4.930,,-3.779,4.244,-0.121,5.493,7.170,,,,
train,Woodbine,0,,,-1.297,-0.210,-0.116,4.575,,-7.383,13.657,-0.101,15.144,19.378,,,,
train,Woodbine,0,,,-2.825,-4.345,-0.114,4.982,,-9.518,11.806,-0.103,17.482,19.702,,,,
train,Woodbine,0,,,-2.869,-2.626,-0.118,0.931,,-7.383,13.657,-0.101,16.897,20.808,,,,
train,Woodbine,0,,,-8.505,-2.990,-0.131,4.820,,-7.230,8.151,-0.101,11.214,13.765,,,,
train,Woodbine,0,,,-12.276,5.293,-0.533,5.309,,-9.518,11.806,-0.103,7.086,20.447,,,,
train,Woodbine,0,,,0.441,2.270,-0.128,2.764,,-8.649,12.904,-0.102,13.990,21.105,,,,
train,Woodbine,3,,,-3.024,2.907,2.998,1.558,,-1.515,-2.641,3.005,5.750,6.133,,,,
train,Woodbine,0,,,-2.825,-4.345,-0.114,4.982,,-7.383,13.657,-0.101,18.570,22.528,,,,
train,Woodbine,0,,,-8.497,4.001,-0.125,2.729,,-7.192,12.346,-0.100,8.447,18.645,,,,
train,Woodbine,0,,,-4.868,-2.788,-0.130,4.557,,-12.276,5.293,-0.533,10.971,15.426,,,,
train,Woodbine,0,,,-6.496,-0.531,-0.134,4.930,,-7.020,6.272,-0.131,6.823,6.823,,,,
train,Woodbine,0,,,-6.506,0.420,-0.133,2.619,,-7.383,13.657,-0.101,13.266,14.902,,,,
train,Woodbine,0,,,-2.949,-0.611,-0.125,0.001,,-8.938,3.088,-0.128,7.039,11.995,,,,
train,Woodbine,0,,,-1.405,-2.611,-0.120,1.201,,-9.518,11.806,-0.103,16.543,18.295,,,,
train,Woodbine,3,,,-2.369,5.352,3.022,1.205,,-8.410,13.904,3.006,10.470,20.308,,,,
train,Woodbine,0,,,-2.825,-4.345,-0.114,4.982,,-7.020,6.272,-0.131,11.415,13.519,,,,
train,Woodbine,0,,,-8.938,3.088,-0.128,2.818,,-3.779,4.244,-0.121,5.286,7.070,,,,
train,Woodbine,0,,,-0.711,1.388,-0.133,3.805,,-6.333,4.078,-0.125,6.232,9.771,,,,
train,Woodbine,3,,,-4.438,4.117,3.010,0.949,,-4.636,-3.382,2.961,7.502,11.726,,,,
train,Woodbine,0,,,-8.798,1.588,-0.129,4.148,,-7.020,6.272,-0.131,5.011,7.060,,,,
train,Woodbine,0,,,-9.831,5.582,-0.133,6.150,,-9.479,11.115,-0.104,5.545,15.340,,,,
train,Woodbine,0,,,-14.154,5.353,-0.556,3.674,,-7.383,13.657,-0.101,10.725,24.238,,,,
train,Woodbine,0,,,-5.983,-1.170,-0.133,4.045,,-0.711,1.388,-0.133,5.861,15.031,,,,
train,Woodbine,0,,,-1.297,-0.210,-0.116,4.575,,-8.649,12.904,-0.102,15.034,17.952,,,,
train,Woodbine,0,,,-2.867,4.283,-0.121,2.917,,-10.543,5.535,-0.137,7.777,12.706,,,,
train,Woodbine,0,,,-4.868,-2.788,-0.130,4.557,,-3.779,4.244,-0.121,7.116,9.784,,,,
train,Woodbine,0,,,-1.805,-1.614,-0.125,0.581,,-9.479,11.115,-0.104,14.863,16.632,,,,
train,Woodbine,3,,,-2.369,5.352,3.022,1.205,,-1.432,12.957,3.008,7.663,11.809,,,,
train,Woodbine,3,,,-3.027,4.199,3.014,0.768,,-2.982,-1.739,3.001,5.938,5.938,,,,
train,Woodbine,0,,,-8.798,1.588,-0.129,4.148,,-9.518,11.806,-0.103,10.243,13.262,,,,
train,Woodbine,0,,,-1.493,-4.393,-0.123,0.110,,-8.508,9.926,-0.106,15.945,17.851,,,,
train,Woodbine,0,,,-5.983,-1.170,-0.133,4.045,,-3.783,6.704,-0.132,8.176,10.279,,,,
train,Woodbine,0,,,0.307,3.568,-0.136,4.251,,-3.783,6.704,-0.132,5.154,12.039,,,,
train,Woodbine,0,,,-0.711,1.388,-0.133,3.805,,-10.543,5.535,-0.137,10.671,19.007,,,,
train,Woodbine,0,,,-2.949,-0.611,-0.125,0.001,,-7.230,8.151,-0.101,9.752,11.655,,,,
train,Woodbine,0,,,-3.216,2.365,-0.128,4.413,,-14.154,5.353,-0.556,11.347,14.420,,,,
train,Woodbine,0,,,-3.598,-2.187,-0.128,4.495,,-7.192,12.346,-0.100,14.971,21.794,,,,
train,Woodbine,0,,,-6.622,1.411,-0.127,2.656,,-7.230,8.151,-0.101,6.767,6.767,,,,
train,Woodbine,0,,,-0.711,1.388,-0.133,3.805,,-8.798,1.588,-0.129,8.090,14.637,,,,
train,Woodbine,0,,,-10.543,5.535,-0.137,6.039,,-8.649,12.904,-0.102,7.608,22.149,,,,
train,Woodbine,0,,,-0.711,1.388,-0.133,3.805,,-8.505,-2.990,-0.131,8.940,19.413,,,,
train,Woodbine,0,,,-3.598,-2.187,-0.128,4.495,,-14.154,5.353,-0.556,12.979,20.251,,,,
train,Woodbine,0,,,-3.598,-2.187,-0.128,4.495,,-8.938,3.088,-0.128,7.506,14.862,,,,
train,Woodbine,3,,,-2.369,5.352,3.022,1.205,,-6.590,13.894,3.010,9.528,18.476,,,,
train,Woodbine,0,,,-2.867,4.283,-0.121,2.917,,-8.508,9.926,-0.106,7.979,9.829,,,,
train,Woodbine,3,,,-1.432,12.957,3.008,2.962,,-6.590,13.894,3.010,5.242,6.667,,,,
train,Lindenwood,2,,,-8.534,13.634,2.790,2.212,,-9.346,-3.179,2.829,16.832,20.940,,,,
train,Lindenwood,2,,,-8.171,12.072,2.792,2.548,,-6.083,-0.038,2.824,12.289,15.326,,,,
train,Lindenwood,2,,,-4.515,9.394,2.803,3.268,,-5.737,18.947,2.809,9.631,16.592,,,,
train,Lindenwood,0,,,-8.581,17.342,-0.427,4.824,,-7.620,0.197,-0.304,17.173,18.470,,,,
train,Lindenwood,0,,,0.743,7.914,-0.644,0.367,,-8.897,13.478,-0.437,11.133,18.796,,,,
train,Lindenwood,2,,,-5.222,1.436,2.809,3.973,,-8.171,12.072,2.792,11.038,13.722,,,,
train,Lindenwood,0,,,-0.951,8.845,-0.633,2.017,,-6.566,23.445,-0.382,15.645,24.490,,,,
train,Lindenwood,0,,,-2.330,-4.315,-0.431,1.735,,-8.206,14.717,-0.435,19.919,22.869,,,,
train,Lindenwood,0,,,-4.574,10.311,-0.446,3.051,,-5.668,19.520,-0.407,9.274,12.915,,,,
train,Lindenwood,0,,,-1.724,-0.268,-0.462,5.433,,-4.565,7.908,-0.460,8.655,9.977,,,,
train,Lindenwood,0,,,-2.159,-2.724,-0.443,3.875,,-2.529,5.455,-0.650,8.190,8.304,,,,
train,Lindenwood,0,,,-8.206,14.717,-0.435,2.391,,-5.668,19.520,-0.407,5.432,6.959,,,,
train,Lindenwood,0,,,4.345,3.050,-0.434,3.409,,0.743,7.914,-0.644,6.055,7.335,,,,
train,Lindenwood,0,,,-3.736,-0.234,-0.467,4.180,,-2.607,7.653,-0.634,7.970,14.049,,,,
train,Lindenwood,0,,,-2.529,5.455,-0.650,0.009,,-0.210,13.242,-0.636,8.125,13.183,,,,
train,Lindenwood,0,,,-0.210,13.242,-0.636,2.596,,-7.010,15.915,-0.333,7.313,9.695,,,,
train,Lindenwood,0,,,-6.571,3.685,-0.457,3.808,,-5.282,25.322,-0.709,21.677,24.153,,,,
train,Lindenwood,0,,,2.874,2.585,-0.443,4.026,,-8.805,9.070,-0.478,13.359,17.292,,,,
train,Lindenwood,0,,,4.321,4.663,-0.430,6.150,,-2.607,7.653,-0.634,7.548,11.714,,,,
train,Lindenwood,0,,,0.743,7.914,-0.644,0.367,,-7.341,11.232,-0.460,8.741,17.378,,,,
train,Lindenwood,2,,,-4.039,19.366,2.815,2.669,,-5.988,7.111,2.808,12.409,18.869,,,,
train,Lindenwood,0,,,-6.657,6.602,-0.486,3.570,,-8.581,17.342,-0.427,10.911,11.117,,,,
train,Lindenwood,0,,,-2.159,-2.724,-0.443,3.875,,-6.612,4.931,-0.472,8.856,12.679,,,,
train,Lindenwood,0,,,-6.603,0.223,-0.453,5.037,,-0.956,5.492,-0.644,7.726,9.491,,,,
train,Lindenwood,0,,,0.448,3.817,-0.455,1.791,,-6.612,4.931,-0.472,7.147,8.267,,,,
train,Lindenwood,0,,,-6.588,-0.302,-0.451,0.040,,-9.445,21.768,-0.408,22.254,22.473,,,,
train,Lindenwood,0,,,0.448,3.817,-0.455,1.791,,-8.517,25.541,-0.433,23.501,31.451,,,,
train,Lindenwood,0,,,-0.956,5.492,-0.644,2.063,,-3.635,20.265,-0.390,15.016,23.169,,,,
train,Lindenwood,0,,,4.345,3.050,-0.434,3.409,,-9.354,20.167,-0.411,21.924,26.384,,,,
train,Lindenwood,0,,,-8.206,14.717,-0.435,2.391,,-9.445,21.768,-0.408,7.159,7.159,,,,
train,Lindenwood,0,,,2.004,3.869,-0.443,1.600,,-4.689,-4.333,-0.421,10.587,17.246,,,,
train,Lindenwood,2,,,-4.202,13.255,2.806,5.968,,-5.114,3.439,2.809,9.858,9.858,,,,
train,Lindenwood,0,,,-6.588,-3.528,-0.429,6.013,,-8.581,17.342,-0.427,20.965,21.194,,,,
train,Lindenwood,0,,,-0.956,5.492,-0.644,2.063,,-6.206,9.133,-0.482,6.391,11.489,,,,
train,Lindenwood,0,,,-2.159,-2.724,-0.443,3.875,,-6.148,7.648,-0.484,11.113,15.418,,,,
train,Lindenwood,2,,,-4.539,6.830,2.799,2.891,,-8.171,12.072,2.792,6.377,8.331,,,,
train,Lindenwood,0,,,0.448,3.817,-0.455,1.791,,-4.594,12.451,-0.438,9.998,12.128,,,,
train,Lindenwood,2,,,-4.475,8.235,2.790,3.192,,-5.490,22.988,2.815,14.788,20.194,,,,
train,Lindenwood,0,,,-6.206,9.133,-0.482,4.155,,-2.113,21.378,-0.388,12.911,16.769,,,,
train,Lindenwood,2,,,-7.410,1.409,2.226,4.776,,-8.618,7.196,2.807,5.940,11.900,,,,
train,Lindenwood,0,,,-0.951,8.845,-0.633,2.017,,-8.805,9.070,-0.478,7.858,13.897,,,,
train,Lindenwood,0,,,-2.159,-2.724,-0.443,3.875,,-9.839,13.465,-0.457,17.918,23.327,,,,
train,Lindenwood,2,,,-8.534,13.634,2.790,2.212,,-8.762,19.721,2.833,6.092,6.092,,,,
train,Lindenwood,2,,,-8.762,19.721,2.833,2.681,,-5.654,-4.663,2.853,24.581,27.148,,,,
train,Lindenwood,0,,,-0.956,5.492,-0.644,2.063,,-5.179,23.491,-0.696,18.488,25.086,,,,
train,Lindenwood,0,,,4.345,3.050,-0.434,3.409,,-1.724,-0.268,-0.462,6.916,10.701,,,,
train,Lindenwood,0,,,-1.724,-0.268,-0.462,5.433,,-8.602,6.788,-0.476,9.854,13.831,,,,
train,Lindenwood,0,,,2.004,3.869,-0.443,1.600,,-6.566,23.445,-0.382,21.370,29.741,,,,
train,Lindenwood,0,,,-5.177,-0.315,-0.457,3.467,,0.861,5.666,-0.644,8.501,12.758,,,,
train,Lindenwood,0,,,4.321,4.663,-0.430,6.150,,-5.177,-0.315,-0.457,10.724,18.271,,,,
train,Lindenwood,0,,,-4.564,3.727,-0.464,4.379,,-6.982,12.985,-0.448,9.569,11.171,,,,
train,Lindenwood,2,,,-5.114,3.439,2.809,3.266,,-6.735,9.239,2.802,6.023,7.172,,,,
train,Lindenwood,0,,,4.321,4.663,-0.430,6.150,,-6.206,9.133,-0.482,11.437,18.745,,,,
train,Lindenwood,0,,,0.459,1.978,-0.463,1.723,,-8.897,13.478,-0.437,14.826,18.391,,,,
train,Lindenwood,0,,,-8.602,6.788,-0.476,6.146,,-7.739,15.547,-0.429,8.801,8.801,,,,
train,Lindenwood,0,,,-6.590,-1.877,-0.449,5.104,,-5.668,19.520,-0.407,21.417,23.870,,,,
train,Lindenwood,0,,,-1.669,1.502,-0.475,5.816,,-9.839,13.465,-0.457,14.487,19.072,,,,
train,Lindenwood,0,,,2.874,2.585,-0.443,4.026,,-2.330,-4.315,-0.431,8.643,13.251,,,,
train,Lindenwood,0,,,0.448,3.817,-0.455,1.791,,-4.565,7.908,-0.460,6.470,7.585,,,,
train,Lindenwood,0,,,-3.730,1.438,-0.465,3.427,,-7.341,11.232,-0.460,10.439,15.946,,,,
train,Lindenwood,0,,,-4.594,12.451,-0.438,4.225,,-5.015,21.835,-0.702,9.397,13.198,,,,
train,Lindenwood,0,,,-4.564,3.727,-0.464,4.379,,-2.589,12.619,-0.613,9.110,10.743,,,,
train,Lindenwood,0,,,-4.689,-4.333,-0.421,1.309,,-6.676,19.619,-0.419,24.035,25.963,,,,
train,Lindenwood,0,,,-6.549,1.554,-0.457,3.676,,-6.982,12.985,-0.448,11.439,11.517,,,,
train,Lindenwood,0,,,0.459,1.978,-0.463,1.723,,-5.282,25.322,-0.709,24.041,30.588,,,,
train,Lindenwood,2,,,-5.114,3.439,2.809,3.266,,-6.106,11.636,2.795,8.257,9.658,,,,
train,Lindenwood,2,,,-4.039,19.366,2.815,2.669,,-9.968,20.731,2.850,6.084,10.820,,,,
train,Lindenwood,0,,,4.321,4.663,-0.430,6.150,,-1.724,-0.268,-0.462,7.801,12.314,,,,
train,Lindenwood,0,,,-3.730,1.438,-0.465,3.427,,-7.010,15.915,-0.333,14.845,20.642,,,,
train,Lindenwood,2,,,-5.114,3.439,2.809,3.266,,-9.346,-3.179,2.829,7.855,8.138,,,,
train,Lindenwood,0,,,-4.594,12.451,-0.438,4.225,,-5.668,19.520,-0.407,7.150,10.775,,,,
train,Lindenwood,0,,,-0.147,15.077,-0.680,2.628,,-8.897,13.478,-0.437,8.898,9.594,,,,
train,Lindenwood,0,,,-4.572,5.961,-0.472,2.901,,-7.620,0.197,-0.304,6.523,8.732,,,,
train,Lindenwood,0,,,-6.571,3.685,-0.457,3.808,,-8.517,25.541,-0.433,21.942,26.856,,,,
train,Lindenwood,0,,,-6.549,1.554,-0.457,3.676,,-8.517,25.541,-0.433,24.067,28.987,,,,
train,Lindenwood,0,,,-3.730,1.438,-0.465,3.427,,-8.637,16.088,-0.427,15.450,20.887,,,,
train,Lindenwood,0,,,-1.669,1.502,-0.475,5.816,,-0.531,22.176,-0.387,20.706,29.167,,,,
train,Lindenwood,0,,,0.448,3.817,-0.455,1.791,,-7.351,9.940,-0.474,9.916,16.159,,,,
train,Lindenwood,0,,,0.861,5.666,-0.644,0.190,,-8.805,9.070,-0.478,10.249,14.935,,,,
train,Lindenwood,2,,,-8.762,19.721,2.833,2.681,,-5.988,7.111,2.808,12.912,16.986,,,,
train,Lindenwood,0,,,-2.589,12.619,-0.613,2.227,,-5.015,21.835,-0.702,9.530,15.218,,,,
train,Lindenwood,2,,,-4.524,5.289,2.805,2.766,,-5.654,-4.663,2.853,10.016,10.196,,,,
train,Lindenwood,2,,,-5.830,24.388,2.822,4.858,,-9.968,20.731,2.850,5.522,16.411,,,,
train,Lindenwood,0,,,-2.862,3.756,-0.464,1.825,,-6.982,12.985,-0.448,10.107,12.873,,,,
train,Lindenwood,0,,,0.459,1.978,-0.463,1.723,,-6.612,4.931,-0.472,7.663,10.106,,,,
train,Lindenwood,0,,,-3.736,-0.234,-0.467,4.180,,-0.531,22.176,-0.387,22.639,30.380,,,,
train,Lindenwood,0,,,-1.669,1.502,-0.475,5.816,,-5.179,23.491,-0.696,22.269,27.536,,,,
train,Lindenwood,0,,,0.345,-0.159,-0.466,1.474,,-2.862,3.756,-0.464,5.061,7.288,,,,
train,Lindenwood,0,,,-1.669,1.502,-0.475,5.816,,-0.951,8.845,-0.633,7.380,11.943,,,,
train,Lindenwood,0,,,-6.588,-3.528,-0.429,6.013,,-8.206,14.717,-0.435,18.317,18.562,,,,
train,Lindenwood,2,,,-8.171,12.072,2.792,2.548,,-5.737,18.947,2.809,7.293,11.300,,,,
train,Lindenwood,2,,,-5.490,22.988,2.815,2.141,,-8.618,7.196,2.807,16.099,25.696,,,,
train,Lindenwood,0,,,-4.572,5.961,-0.472,2.901,,-8.206,14.717,-0.435,9.480,10.754,,,,
train,Lindenwood,0,,,-1.674,3.792,-0.465,0.082,,-0.531,22.176,-0.387,18.420,26.919,,,,
train,Lindenwood,0,,,-5.177,-0.315,-0.457,3.467,,-8.897,13.478,-0.437,14.286,15.554,,,,
train,Lindenwood,0,,,-4.565,7.908,-0.460,0.348,,-1.621,14.691,-0.670,7.397,8.272,,,,
train,Lindenwood,0,,,-6.588,-3.528,-0.429,6.013,,-7.792,23.798,-0.396,27.352,32.181,,,,
train,Lindenwood,0,,,2.874,2.585,-0.443,4.026,,-4.689,-4.333,-0.421,10.250,18.797,,,,
train,Lindenwood,0,,,-1.669,1.502,-0.475,5.816,,-8.581,17.342,-0.427,17.283,19.146,,,,
train,Lindenwood,0,,,-2.589,12.619,-0.613,2.227,,-6.676,19.619,-0.419,8.108,11.781,,,,
train,Forkland,2,,,-5.278,-0.001,-0.368,1.091,,-0.555,2.622,-0.400,5.403,10.441,,,,
train,Forkland,2,,,-6.383,1.409,-0.392,4.817,,-1.204,-1.263,-0.408,5.828,5.828,,,,
